InchiKey,Canonical_SMILES
CZFFBEXEKNGXKS-UHFFFAOYSA-N,CC1=NN=C(O1)C(=O)NC(C)(C)C2=NC(=C(C(=O)N2C)O)C(=O)NCC3=CC=C(C=C3)F
FFTVPQUHLQBXQZ-KVUCHLLUSA-N,C[NH+](C)[C@H]1[C@@H]2C[C@@H]3CC4=C(C=CC(=C4C(=C3C(=O)[C@@]2(C(=C(C1=O)C(=O)N)[O-])O)O)O)N(C)C
JYJKOWWSKTWAJA-RTWAWAEBSA-N,C1CN(C[C@H]([C@H]1NCC2=CC3=C(C=N2)OCCO3)F)CCN4C(=O)C=CC5=C4C=C(C=C5)C#N
JYRHGXXQSIPDDP-IACUBPJLSA-N,COC1=C2C(=CC(=C1N3C[C@H](C4(C3)CC4)N)F)C(=O)C(=CN2[C@@H]5C[C@@H]5F)C(=O)O
XDJYMJULXQKGMM-BZUHZWDSSA-N,CCC(C)CCCCC(=O)N[C@@H](CCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC1=O)CCN)CC(C)C)CC(C)C)CCN)CCN)[C@@H](C)O
NZCRJKRKKOLAOJ-XRCRFVBUSA-N,C[C@H]1/C=C/C=C(\C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)O[C@@](C4=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)/C
NZCRJKRKKOLAOJ-VJYREXROSA-N,C[C@H]1/C=C/C=C(C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)O[C@@](C4=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)C
DZOJBGLFWINFBF-UMSFTDKQSA-N,CC(=O)N(C)C1(CCN(CC1)CCC[C@@]2(CCCN(C2)C(=O)C3=CC=CC=C3)C4=CC(=C(C=C4)Cl)Cl)C5=CC=CC=C5
LRMJAFKKJLRDLE-UHFFFAOYSA-N,C1CN(CCN1CCCC2(OCCO2)C3=CC=CC=C3)C(C4=CC=CC=C4)C5=CC=CC=C5
DHMTURDWPRKSOA-RUZDIDTESA-N,C1CN(CCC1CC(=O)N2CCC(CC2)[C@@H]3C4=C(CCC5=C3N=CC(=C5)Br)C=C(C=C4Br)Cl)C(=O)N
AZEXWHKOMMASPA-UHFFFAOYSA-N,CN1C=C(C(=N1)C2=CC=C(C=C2)OCC3=NC4=CC=CC=C4C=C3)C5=CC=NC=C5
FAYAUAZLLLJJGH-UHFFFAOYSA-N,C1=CC(=CC(=C1)Cl)NC(=O)NC2=NC=C(S2)CCNC3=NC=NC4=C3SC=C4
XCTYLCDETUVOIP-UHFFFAOYSA-N,CCSC1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCN(CC4)C
IINUNQPYJGJCJI-UHFFFAOYSA-N,C1=CC=C(C=C1)COC2=CC(=CC=C2)SC3=CC(=C(C=C3)CCC(CO)(CO)N)Cl
JEYWNNAZDLFBFF-UHFFFAOYSA-N,COC1=CC2=C(C=C1)C(=C(CC2)C3=CC=CC=C3)C4=CC=C(C=C4)OCCN5CCCC5
YVUQSNJEYSNKRX-UHFFFAOYSA-N,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F
HSKAZIJJKRAJAV-KOEQRZSOSA-N,CC1=CC(=CC=C1)/C=N/NC2=CC(=NC(=N2)OCCC3=CC=CC=N3)N4CCOCC4
WJUGGKGTCAVATA-UHFFFAOYSA-N,C1CCN(CC1)CC2=CC=C(C=C2)C3=CC4=CC=CC=C4C5=NCCN35
GFBKORZTTCHDGY-UWVJOHFNSA-N,CN1CCN(CC1)CC/C=C\2/C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)(=O)N(C)C
FPQSMZBBNHABRA-UHFFFAOYSA-N,CCN(CC)CCOC1=CC=CC(=C1)CNC2=NC=C3C=C(C(=O)N(C3=N2)C)C4=CC=CC=C4
XFCLJVABOIYOMF-QPLCGJKRSA-N,CN(C)CCOC1=CC=C(C=C1)/C(=C(/CCCl)\C2=CC=CC=C2)/C3=CC=CC=C3
ZEWQUBUPAILYHI-UHFFFAOYSA-N,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F
GUDVQJXODNJRIJ-CALCHBBNSA-N,C[C@@H]1CN(C[C@@H](N1)C)CCCN2C3=CC=CC=C3C4=CC=CC=C42
IYIKLHRQXLHMJQ-UHFFFAOYSA-N,CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I
PRXZOPNJRFEGRH-UHFFFAOYSA-N,CC1=C(C=C(N1NC(=O)C2=CC=NC=C2)C3=CC=CC=C3)CN4CCN(CC4)C5=CC=CC(=C5)C(F)(F)F
GZUITABIAKMVPG-UHFFFAOYSA-N,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O
NKANXQFJJICGDU-QPLCGJKRSA-N,CC/C(=C(\C1=CC=CC=C1)/C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3
GERNFWKTMKWULM-UHFFFAOYSA-N,C=CCNC1=NC(=NC(=N1)N2CCC(CC2)NCC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F)NCC=C
XPPBBJCBDOEXDN-UHFFFAOYSA-N,CC(C)(C)CN1C2=C(C=CC(=N2)C3=C(N=C(N3)C(C)(C)C)C4=CC=C(C=C4)F)N=C1N
TULGGJGJQXESOO-UHFFFAOYSA-N,COC(=O)C1=CN=C2N1CCC3=CC=CC=C3C2=C4CCN(CC4)CCC5=CC=C(C=C5)OCC6=NC7=CC=CC=C7C=C6
TULGGJGJQXESOO-BJUDXGSMSA-N,[11CH3]OC(=O)C1=CN=C2N1CCC3=CC=CC=C3C2=C4CCN(CC4)CCC5=CC=C(C=C5)OCC6=NC7=CC=CC=C7C=C6
QGWIQIAWOCJRPI-WSCVWKGISA-N,C[C@@H]1CCC[C@@H](N1CC2=CC=C(C=C2)C[C@H](C(=O)N(C)C(C)C)NC(=O)C[C@H](C3=CC4=C(C=C3)OCO4)NS(=O)(=O)C5=CC6=C(C=C5)C=C(C=C6)OC)C
QGWIQIAWOCJRPI-BYQXAJIQSA-N,C[C@@H]1CCC[C@@H](N1CC2=CC=C(C=C2)CC(C(=O)N(C)C(C)C)NC(=O)CC(C3=CC4=C(C=C3)OCO4)NS(=O)(=O)C5=CC6=C(C=C5)C=C(C=C6)OC)C
KKHZFGDLQNWZMS-VAWYXSNFSA-N,COC1=CC(=C(C=C1/C=C/C(=O)C2=CC=C(C=C2)C(=O)O)C3=CC4=CC=CC=C4N3)OC
BABFYCSPNDKXRI-UHFFFAOYSA-N,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCOC(=O)CCCN
PURKAOJPTOLRMP-UHFFFAOYSA-N,CC(C)(C)C1=CC(=C(C=C1NC(=O)C2=CNC3=CC=CC=C3C2=O)O)C(C)(C)C
PURKAOJPTOLRMP-NBDUPMGQSA-N,[2H]C([2H])([2H])C(C1=CC(=C(C=C1NC(=O)C2=CNC3=CC=CC=C3C2=O)O)C(C([2H])([2H])[2H])(C([2H])([2H])[2H])C([2H])([2H])[2H])(C([2H])([2H])[2H])C([2H])([2H])[2H]
PURKAOJPTOLRMP-ASMGOKTBSA-N,[2H]C([2H])([2H])C(C1=C(C=C(C(=C1)C(C)(C)C)NC(=O)C2=CNC3=CC=CC=C3C2=O)O)(C([2H])([2H])[2H])C([2H])([2H])[2H]
WHTVZRBIWZFKQO-UHFFFAOYSA-N,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl
VSWBSWWIRNCQIJ-HUUCEWRRSA-N,CN1C[C@H]2[C@H](C1)C3=C(C=CC(=C3)Cl)OC4=CC=CC=C24
ZSDCIRYNTCVTMF-GIGWZHCTSA-N,CCC[C@H](C1=CC2=C(C=C1)OCO2)NC(=O)N3[C@H](C(C3=O)(CC)CC)OC4=CC=C(C=C4)C(=O)N5CCN(CC5)C
ZSDCIRYNTCVTMF-UHFFFAOYSA-N,CCCC(C1=CC2=C(C=C1)OCO2)NC(=O)N3C(C(C3=O)(CC)CC)OC4=CC=C(C=C4)C(=O)N5CCN(CC5)C
FOHHNHSLJDZUGQ-UHFFFAOYSA-N,CCCCN(CCCC)CCC(C1=C2C=CC(=CC2=C3C=C(C=C(C3=C1)Cl)Cl)C(F)(F)F)O
AFJRDFWMXUECEW-LBPRGKRZSA-N,CN1C(=C(C=N1)Cl)C2=C(SC(=C2)C(=O)N[C@@H](CC3=CC(=CC=C3)F)CN)Cl
ZDXUKAKRHYTAKV-UHFFFAOYSA-N,CC1=C(C(C(=C(N1)C)C(=O)OC(C)(C)CN(C)CCC(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC(=CC=C4)[N+](=O)[O-])C(=O)OC
XCBUWCBDKKNTRF-DYERUGSUSA-N,CCCCC(=O)N(CC1=CC=C(C=C1)C2=CC=CC=C2C3=NNN=N3)[C@@H](C(C)C)C(=O)O.CC1=C(C(C(=C(N1)C)C(=O)OC(C)(C)CN(C)CCC(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC(=CC=C4)[N+](=O)[O-])C(=O)OC
CSATZFOKBJPVHH-CRHVHDRLSA-N,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2CCC[C@H]2C(=O)O.CC1=C(C(C(=C(N1)C)C(=O)OC(C)(C)CN(C)CCC(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC(=CC=C4)[N+](=O)[O-])C(=O)OC
LSPANGZZENHZNJ-UHFFFAOYSA-N,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=CC=C3)Br)OC
LSPANGZZENHZNJ-BJUDXGSMSA-N,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=CC=C3)Br)O[11CH3]
DADASRPKWOGKCU-FVTQAUBDSA-N,C[C@@H]1CN(C[C@@H](O1)C)CC2=CC=C(C=C2)/C=C/C3=NNC4=C3C=CC(=C4)[C@@H]5C[C@]56C7=C(C=CC(=C7)OC)NC6=O
VFCRSIORGUNNGT-UHFFFAOYSA-N,CC(C)N1C=C(C2=C(N=CN=C21)N)C(=O)C3=CC(=C(C=C3)OC)NC(=O)NC4=C(C=C(C=C4)Cl)Cl
FOIVPCKZDPCJJY-JQIJEIRASA-N,C/C(=C\C1=CC=C(C=C1)C(=O)O)/C2=CC3=C(C=C2)C(CCC3(C)C)(C)C
ZBIAKUMOEKILTF-UHFFFAOYSA-N,CC1=C(C(=CC=C1)C)NC(=O)CN2CCN(CC2)CCCC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F
QOYHHIBFXOOADH-UHFFFAOYSA-N,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F
DBOUGBAQLIXZLV-UHFFFAOYSA-N,CCN(CC)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl
LHFTWCKXENCOHI-UHFFFAOYSA-N,CC(C)C(=O)C1=CC=C(C=C1)OCCCN2CCC(CC2)C(C3=CC=C(C=C3)F)(C4=CC=C(C=C4)F)O
HTAFVGKAHGNWQO-UHFFFAOYSA-N,CC(CC1CCCCC1)NCCC(C2=CC=CC=C2)C3=CC=CC=C3
GLTHSRFPHHLMIW-UHFFFAOYSA-N,CCCCC1CCC2=C3N1C(=C(C3=CC(=C2)O)CCN4CCN(CC4)C5=NC=CC(=C5)C)C
MHJBZVSGOZTKRH-IZHYLOQSSA-N,CC/C(=C(\C1=CC=C(C=C1)O)/C2=CC=C(C=C2)OCCNC)/C3=CC=CC=C3
XPNMCDYOYIKVGB-JSOSNVBQSA-N,CC(C)C1=CC(=C(C=C1)OC)CN[C@H]2[C@@H](N3CCC2CC3)C(C4=CC=CC=C4)C5=CC=CC=C5
XPNMCDYOYIKVGB-CONSDPRKSA-N,CC(C)C1=CC(=C(C=C1)OC)CN[C@@H]2[C@@H](N3CCC2CC3)C(C4=CC=CC=C4)C5=CC=CC=C5
BIZCZAJFIUSFDU-UHFFFAOYSA-N,CC1=C(C(=CC=C1)C)OCCN2CCC(CC2)C(C3=CC=C(C=C3)F)(C4=CC=C(C=C4)F)O
ZCENNVQCOZQSGH-UHFFFAOYSA-N,CCCCC1=C(C2=C(O1)C=CC(=C2)C(=O)OC(C)C)C(=O)C3=CC=C(C=C3)CCCN(CCCC)CCCC
UJCYUJOQBXHJFH-DNTJNYDQSA-N,CN1CCN(CC1)C2=CC3=C(C=CC(=C3)Cl)/C(=C\C#N)/C4=CC=CC=C42
FIVSJYGQAIEMOC-ZGNKEGEESA-N,C[C@H](C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)OC[C@]2(CC[C@]3(CCC(=O)N3)CN2)C4=CC=CC=C4
FIVSJYGQAIEMOC-SOJKGPRNSA-N,C[C@H](C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)OCC2(CC[C@]3(CCC(=O)N3)CN2)C4=CC=CC=C4
WZHJKEUHNJHDLS-QTGUNEKASA-N,CN1C[C@@H](C[C@H]2[C@H]1CC3=CN(C4=CC=CC2=C34)C)CNC(=O)OCC5=CC=CC=C5
WZHJKEUHNJHDLS-JRSYVHTFSA-N,CN1CC(C[C@H]2C1CC3=CN(C4=CC=CC2=C34)C)CNC(=O)OCC5=CC=CC=C5
ODKNJVUHOIMIIZ-FBHMCPIQSA-N,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)[18F])CO)O
NFEZZTICAUWDHU-RDTXWAMCSA-N,C[C@H]([C@](CN1C=NC=N1)(C2=C(C=C(C=C2)F)F)O)N3CCC(=C)CC3
NFEZZTICAUWDHU-UHFFFAOYSA-N,CC(C(CN1C=NC=N1)(C2=C(C=C(C=C2)F)F)O)N3CCC(=C)CC3
IDYKCXHJJGMAEV-RRKCRQDMSA-N,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=NC2=O)N)F)CO)O
IDYKCXHJJGMAEV-FBHMCPIQSA-N,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=NC2=O)N)[18F])CO)O
JTNIHNJCRCYZSU-UHFFFAOYSA-N,CC(C(CN1C=NC=N1)(C2=C(C=C(C=C2)F)F)O)N3CCN(C3=O)C4=CC=C(C=C4)N5C=NN=N5
PULHLIOPJXPGJN-UHFFFAOYSA-N,C=C1C(C(OC1N2C=CC(=NC2=O)N)CO)O
QMOQDXXLQFOVNP-UHFFFAOYSA-N,CC1=CC(=CC=C1)C(=O)N2C(=O)C(=CN(C2=O)C3CC(C(O3)CO)O)F
AFNXATANNDIXLG-UHFFFAOYSA-N,C1=CC(=CC=C1CSC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl
RSWOJTICKMKTER-QXLBVTBOSA-O,C[C@@H](C1=NC(=CS1)C2=CC=C(C=C2)C#N)[C@](C[N+]3=C[N+](=CN3)C(C)OC(=O)N(C)C4=C(C=CC=N4)COC(=O)CNC)(C5=C(C=CC(=C5)F)F)O
WNGFKUOERJDDIY-OQLLNIDSSA-N,C1=CC(=CC=C1/C(=C/C2=C(C=C(C=C2)Cl)Cl)/CN3C=CN=C3)Cl
BCEHBSKCWLPMDN-MGPLVRAMSA-N,C[C@@H](C1=NC=NC=C1F)[C@](CN2C=NC=N2)(C3=C(C=C(C=C3)F)F)O
BCEHBSKCWLPMDN-QLJPJBMISA-N,C[C@H](C1=NC=NC=C1F)[C@](CN2C=NC=N2)(C3=C(C=C(C=C3)F)F)O
ODKNJVUHOIMIIZ-RRKCRQDMSA-N,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)F)CO)O
ODKNJVUHOIMIIZ-JXBXZBNISA-N,C1[C@@H](O[C@@H](C1O)CO)N2C=C(C(=O)NC2=O)F
RNKZWLLOIOLSMA-UHFFFAOYSA-N,C=C(C1=CC=CC=C1Cl)C(CN2C=NC=N2)(C3=CC=C(C=C3)Cl)O
IDUYJRXRDSPPRC-NRFANRHFSA-N,C1=CC(=CC=C1C2=CN=C(C=C2)C([C@](CN3C=NN=N3)(C4=C(C=C(C=C4)F)F)O)(F)F)OCC(F)(F)F
OCAPBUJLXMYKEJ-UHFFFAOYSA-N,C1=CC=C(C=C1)C2=CC=C(C=C2)C(C3=CC=CC=C3)N4C=CN=C4
KUNDLEJVAIBADY-UHFFFAOYSA-N,C1CN(CCC1CCCOC2=CC=C(C=C2)C(=N)N)CCCOC3=CC=C(C=C3)C(=N)N
OWEGWHBOCFMBLP-UHFFFAOYSA-N,CC(C)(C)C(=O)C(N1C=CN=C1)OC2=CC=C(C=C2)Cl
JHBWYQRKOUBPCA-UHFFFAOYSA-N,COC1=CC2=C(C=C1)N=C(S2)NC(=O)NC3=CC=CC=C3
SRQKTCXJCCHINN-NYYWCZLTSA-N,CSCC1CN(C(=O)O1)/N=C/C2=CC=C(O2)[N+](=O)[O-]
UQOQENZZLBSFKO-POPPZSFYSA-N,CCCCC[C@@H](/C=C/[C@@H]1[C@H](C=CC1=O)C/C=C\CCCC(=O)O)O
TUTBQGAMVCUYQM-UHFFFAOYSA-N,CC1(C2=CC=CC=C2CCN1)C3=CC=CC=C3
CTAHRHRYCPEDSR-UHFFFAOYSA-N,CCCS(=O)(=O)NC(=O)C1=NN=C(C=C1)N(CC)CC2=C(C=CC(=C2)Br)OCC3CC3
IAIWVQXQOWNYOU-FPYGCLRLSA-N,C1=C(OC(=C1)[N+](=O)[O-])/C=N/NC(=O)N
IPHKVWAKDXKJRE-UHFFFAOYSA-N,C1C2=C(C(=O)C3=C(O1)C=CC(=C3)CCCCO)SC=C2
IOQRTGZPCYYQLE-RBUKOAKNSA-N,C1C[C@@H]([C@@H](C1)C(=O)O)C(=O)C2=CC=C(C=C2)C3=CC(=C(C=C3)NC4=NC5=C(S4)C=C(C=C5)F)F
CMLUGNQVANVZHY-POURPWNDSA-N,CC(=O)OCC(C)(C)CN1C2=C(C=C(C=C2)Cl)[C@H](O[C@@H](C1=O)CC(=O)N3CCC(CC3)CC(=O)O)C4=C(C(=CC=C4)OC)OC
ARPYQKTVRGFPIS-UHFFFAOYSA-N,CC(C1=CC2=C(C=C1)OC(=N2)C3=CC=C(C=C3)F)C(=O)O
ARPYQKTVRGFPIS-VIFPVBQESA-N,C[C@@H](C1=CC2=C(C=C1)OC(=N2)C3=CC=C(C=C3)F)C(=O)O
XZEUAXYWNKYKPL-UHFFFAOYSA-N,CC1(C(C(C2=C(O1)C=C(C=C2)OC)C3=CC=C(C=C3)OCCN4CCCC4)C5=CC=CC=C5)C
XZEUAXYWNKYKPL-WDYNHAJCSA-N,CC1([C@H]([C@@H](C2=C(O1)C=C(C=C2)OC)C3=CC=C(C=C3)OCCN4CCCC4)C5=CC=CC=C5)C
JBSNALXXNTWUEC-SFQUDFHCSA-N,CN1C2=C(C=CC(=C2)C(=O)NC3(CCC3)C(=O)NC4=CC=C(C=C4)/C=C/C(=O)O)C(=C1C5=CC=CC=N5)C6CCCC6
MITFXPHMIHQXPI-UHFFFAOYSA-N,CC(C1=CC2=C(C=C1)OC(=N2)C3=CC=C(C=C3)Cl)C(=O)O
NYKPKXPWOWUPJV-UHFFFAOYSA-N,CC(C)OC1=CC2=C(C=C1)OC3=C(C2=O)C=C(C=C3)C(=O)O
YECRYLBCIYSJSO-UHFFFAOYSA-N,CC1CCCC(C1CCC(C)[N+](C)(C)CCCCCC[N+](C)(C)C(C)CCC2C(CCCC2(C)C)C)(C)C
MIWWSGDADVMLTG-UHFFFAOYSA-N,CN1C(=CN=C1COC2=CC=C(C=C2)SC)[N+](=O)[O-]
LHIALLMPKJMSIQ-NSCUHMNNSA-N,CN1C(=CN=C1/C=C/C2=NC(=NC=C2)N)[N+](=O)[O-]
OIQJEQLSYJSNDS-UHFFFAOYSA-N,CC1=CC(=O)N(C(=C1)CC(C)CC(C)(C)C)O
ZISJNXNHJRQYJO-CMDGGOBGSA-N,CC(C)C1=C(C=C(C=C1O)/C=C/C2=CC=CC=C2)O
BMQGVNUXMIRLCK-TXCRISOESA-N,CC1=C2[C@H](C(=O)[C@@]3([C@H](CC4[C@](C3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)OC)C)OC
BMQGVNUXMIRLCK-OAGWZNDDSA-N,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)OC)C)OC
VLPADTBFADIFKG-UHFFFAOYSA-N,C1=CC2=C(C(=O)C(=O)C3=C2C=CC=N3)N=C1
WKLGNFJHVJIZPK-UHFFFAOYSA-N,COC1=CC=C(C=C1)NC2=NN(C=C2)C3=CC=CC=C3
CNSIELLVDSSIAM-JTQLQIEISA-N,C1[C@@H](COC2=NC(=CN21)[N+](=O)[O-])NC(=O)OCC3=CC=C(C=C3)OC(F)(F)F
ZRCVYEYHRGVLOC-HMAPJEAMSA-N,CO/N=C\1/CN(CC1CN)C2=C(C=C3C(=O)C(=CN(C3=N2)C4CC4)C(=O)O)F
ZRCVYEYHRGVLOC-HYARGMPZSA-N,CO/N=C/1\CN(CC1CN)C2=C(C=C3C(=O)C(=CN(C3=N2)C4CC4)C(=O)O)F
SNUDIPVBUUXCDG-QHSBEEBCSA-N,C[C@@H]1[C@@H]2[C@H](C(=O)N2C(=C1SC3CN(C3)C4=NCCS4)C(=O)OCOC(=O)C(C)(C)C)[C@@H](C)O
QKDHBVNJCZBTMR-UHFFFAOYSA-N,CC1CN(CCN1)C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)C4=C(C=C(C=C4)F)F)F
GSDSWSVVBLHKDQ-JTQLQIEISA-N,C[C@H]1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O
QGPKADBNRMWEQR-UHFFFAOYSA-N,C1CC1N2C=C(C(=O)C3=CC(=C(C(=C32)Cl)N4CCC(C4)N)F)C(=O)O
QUHARGDBJJUOEB-UHFFFAOYSA-N,CCC1=CC(=C(C=C1F)OC2=C(C=C(C=C2)C(=O)N)F)O
WUWFMDMBOJLQIV-UHFFFAOYSA-N,C1CN(CC1N)C2=C(C=C3C(=O)C(=CN(C3=N2)C4=C(C=C(C=C4)F)F)C(=O)O)F
XWFCFMXQTBGXQW-GOSISDBHSA-N,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCC(CC4)(COC5=C(C=C(C=C5)N6C[C@@H](OC6=O)CO)F)O)F)C(=O)O
VRXORHRXNRJZCQ-ZUZCIYMTSA-N,C1C[C@H]2CN(C[C@H]2NC1)C3=C(C=C4C(=C3Cl)N(C=C(C4=O)C(=O)O)C5CC5)F
UUZPPAMZDFLUHD-IRFSDBDPSA-N,C[C@@H](C(=O)N[C@@H](C)C(=O)NC1C2C1CN(C2)C3=C(C=C4C(=O)C(=CN(C4=N3)C5=C(C=C(C=C5)F)F)C(=O)O)F)N
SPFYMRJSYKOXGV-UHFFFAOYSA-N,CCN1CCN(CC1)C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)C4CC4)F
PEQPFISMWLZTJZ-UHFFFAOYSA-N,COC1=C2C(=CC(=C1N3CCC(=NO)CC3)F)C(=O)C(=CN2C4CC4)C(=O)O
YNCLPFSAZFGQCD-UHFFFAOYSA-N,C1CN(CCN1C(=NC(=NC2=CC=C(C=C2)Cl)N)N)C(=NC(=NC3=CC=C(C=C3)Cl)N)N
OKLKAFJDLMXNMT-GFCCVEGCSA-N,CC(C)([C@@H]1CCN(C1)C2=C(C3=C(C=C2)C(=O)C(=CN3C4CC4)C(=O)O)OC)N
JDWLROHWYAZRBW-UHFFFAOYSA-N,CC1CN(CC1N)C2=C(C=C3C(=C2OC)N(C=C(C3=O)C(=O)O)C4CC4)F
ATHBCDQPZRXUNJ-UHFFFAOYSA-N,C1C(CN1C2=C(C=C3C(=C2Cl)N(C=C(C3=O)C(=O)O)C4=C(C=C(C(=C4)N)F)F)F)N
UGGPRXAHUOKTKV-IINYFYTJSA-N,C[C@H]1COC2=C3N1C=C(C(=O)C3=CC(=C2N4C[C@H](C5(C4)CCC5)N)F)C(=O)O
FYMHQCNFKNMJAV-HOTGVXAUSA-N,C1CC1N2C=C(C(=O)C3=CC(=C(C(=C32)C#N)N4C[C@H]5[C@H](C4)OCCN5)F)C(=O)O
XFALPSLJIHVRKE-GFCCVEGCSA-N,CN1N=C(N=N1)C2=NC=C(C=C2)C3=C(C=C(C=C3)N4C[C@@H](OC4=O)CO)F
POXUJOYUVLWPQN-ZDUSSCGKSA-N,CC(=O)C1=CC=C(C=C1)N2C[C@@H](OC2=O)CNC(=O)C
ZVGNESXIJDCBKN-UUEYKCAUSA-N,CC[C@H]1/C=C(/[C@H](C/C=C/C=C(/C(=O)O[C@@H](C/C=C(/C=C(/[C@@H]1O[C@H]2[C@H]([C@H]([C@@H](C(O2)(C)C)OC(=O)C(C)C)O)O)\C)\C)[C@@H](C)O)\CO[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)OC(=O)C4=C(C(=C(C(=C4O)Cl)O)Cl)CC)O)OC)O)\C
NSYZCCDSJNWWJL-HEESAXMSSA-N,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@@H]3[C@H]([C@@H](C[C@@H](O3)C)N(C)C)OC(=O)CCC(=O)OCC)(C)O)C)C)O)(C)O
NSYZCCDSJNWWJL-YXOIYICCSA-N,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)OC(=O)CCC(=O)OCC)(C)O)C)C)O)(C)O
MYPYJXKWCTUITO-LYRMYLQWSA-N,C[C@H]1[C@H]([C@@](C[C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)[C@H]([C@H](C(=O)N[C@H](C(=O)N[C@H]5C(=O)N[C@@H]7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9O)O)[C@H](NC(=O)[C@H]([C@@H](C1=CC(=C(O4)C=C1)Cl)O)NC7=O)C(=O)O)CC(=O)N)NC(=O)[C@@H](CC(C)C)NC)O)Cl)CO)O)O)(C)N)O
